,case:concept:name,concept:name,time:enabled,start_timestamp,time:timestamp,org:resource
19,case[3],E,2026-04-15 14:04:34.221754+00:00,2026-04-15 14:04:34.221754+00:00,2026-04-15 14:09:34.221754+00:00,Marta
20,case[4],A,2026-04-15 14:28:50.559271+00:00,2026-04-15 14:28:50.559271+00:00,2026-04-15 14:33:50.559271+00:00,Carlos
21,case[4],B,2026-04-15 14:33:50.559271+00:00,2026-04-15 14:33:50.559271+00:00,2026-04-15 14:38:50.559271+00:00,Marta
22,case[4],C,2026-04-15 14:38:50.559271+00:00,2026-04-15 14:38:50.559271+00:00,2026-04-15 14:43:50.559271+00:00,Carlos
23,case[4],D,2026-04-15 14:43:50.559271+00:00,2026-04-15 14:43:50.559271+00:00,2026-04-15 14:48:50.559271+00:00,Marta
24,case[4],E,2026-04-15 14:48:50.559271+00:00,2026-04-15 14:48:50.559271+00:00,2026-04-15 14:53:50.559271+00:00,Carlos
25,case[5],A,2026-04-15 15:02:23.035828+00:00,2026-04-15 15:02:23.035828+00:00,2026-04-15 15:07:23.035828+00:00,Marta
26,case[5],B,2026-04-15 15:07:23.035828+00:00,2026-04-15 15:07:23.035828+00:00,2026-04-15 15:12:23.035828+00:00,Carlos
27,case[5],C,2026-04-15 15:12:23.035828+00:00,2026-04-15 15:12:23.035828+00:00,2026-04-15 15:17:23.035828+00:00,Marta
28,case[5],D,2026-04-15 15:17:23.035828+00:00,2026-04-15 15:17:23.035828+00:00,2026-04-15 15:22:23.035828+00:00,Carlos
29,case[5],E,2026-04-15 15:22:23.035828+00:00,2026-04-15 15:22:23.035828+00:00,2026-04-15 15:27:23.035828+00:00,Marta
30,case[6],A,2026-04-15 16:10:21.126315+00:00,2026-04-15 16:10:21.126315+00:00,2026-04-15 16:15:21.126315+00:00,Carlos
31,case[6],B,2026-04-15 16:15:21.126315+00:00,2026-04-15 16:15:21.126315+00:00,2026-04-15 16:20:21.126315+00:00,Marta
32,case[7],A,2026-04-15 16:19:27.164335+00:00,2026-04-15 16:19:27.164335+00:00,2026-04-15 16:24:27.164335+00:00,Carlos
33,case[6],C,2026-04-15 16:20:21.126315+00:00,2026-04-15 16:20:21.126315+00:00,2026-04-15 16:25:21.126315+00:00,Marta
34,case[7],B,2026-04-15 16:24:27.164335+00:00,2026-04-15 16:24:27.164335+00:00,2026-04-15 16:29:27.164335+00:00,Carlos
35,case[6],D,2026-04-15 16:25:21.126315+00:00,2026-04-15 16:25:21.126315+00:00,2026-04-15 16:30:21.126315+00:00,Marta
36,case[7],C,2026-04-15 16:29:27.164335+00:00,2026-04-15 16:29:27.164335+00:00,2026-04-15 16:34:27.164335+00:00,Carlos
37,case[6],E,2026-04-15 16:30:21.126315+00:00,2026-04-15 16:30:21.126315+00:00,2026-04-15 16:35:21.126315+00:00,Marta
38,case[7],D,2026-04-15 16:34:27.164335+00:00,2026-04-15 16:34:27.164335+00:00,2026-04-15 16:39:27.164335+00:00,Carlos
39,case[7],E,2026-04-15 16:39:27.164335+00:00,2026-04-15 16:39:27.164335+00:00,2026-04-15 16:44:27.164335+00:00,Marta
40,case[8],A,2026-04-15 17:24:03.149889+00:00,2026-04-15 17:24:03.149889+00:00,2026-04-15 17:29:03.149889+00:00,Carlos
41,case[8],B,2026-04-15 17:29:03.149889+00:00,2026-04-15 17:29:03.149889+00:00,2026-04-15 17:34:03.149889+00:00,Marta
42,case[8],C,2026-04-15 17:34:03.149889+00:00,2026-04-15 17:34:03.149889+00:00,2026-04-15 17:39:03.149889+00:00,Carlos
43,case[8],D,2026-04-15 17:39:03.149889+00:00,2026-04-15 17:39:03.149889+00:00,2026-04-15 17:44:03.149889+00:00,Marta
44,case[8],E,2026-04-15 17:44:03.149889+00:00,2026-04-15 17:44:03.149889+00:00,2026-04-15 17:49:03.149889+00:00,Carlos
45,case[9],A,2026-04-15 18:08:08.743036+00:00,2026-04-15 18:08:08.743036+00:00,2026-04-15 18:13:08.743036+00:00,Marta
46,case[9],B,2026-04-15 18:13:08.743036+00:00,2026-04-15 18:13:08.743036+00:00,2026-04-15 18:18:08.743036+00:00,Carlos
47,case[9],C,2026-04-15 18:18:08.743036+00:00,2026-04-15 18:18:08.743036+00:00,2026-04-15 18:23:08.743036+00:00,Marta
48,case[9],D,2026-04-15 18:23:08.743036+00:00,2026-04-15 18:23:08.743036+00:00,2026-04-15 18:28:08.743036+00:00,Carlos
49,case[9],E,2026-04-15 18:28:08.743036+00:00,2026-04-15 18:28:08.743036+00:00,2026-04-15 18:33:08.743036+00:00,Marta
50,case[10],A,2026-04-15 18:33:59.586324+00:00,2026-04-15 18:33:59.586324+00:00,2026-04-15 18:38:59.586324+00:00,Carlos
51,case[10],B,2026-04-15 18:38:59.586324+00:00,2026-04-15 18:38:59.586324+00:00,2026-04-15 18:43:59.586324+00:00,Marta
52,case[11],A,2026-04-15 18:42:51.403582+00:00,2026-04-15 18:42:51.403582+00:00,2026-04-15 18:47:51.403582+00:00,Carlos
53,case[10],C,2026-04-15 18:43:59.586324+00:00,2026-04-15 18:43:59.586324+00:00,2026-04-15 18:48:59.586324+00:00,Marta
54,case[11],B,2026-04-15 18:47:51.403582+00:00,2026-04-15 18:47:51.403582+00:00,2026-04-15 18:52:51.403582+00:00,Carlos
55,case[10],D,2026-04-15 18:48:59.586324+00:00,2026-04-15 18:48:59.586324+00:00,2026-04-15 18:53:59.586324+00:00,Marta
56,case[11],C,2026-04-15 18:52:51.403582+00:00,2026-04-15 18:52:51.403582+00:00,2026-04-15 18:57:51.403582+00:00,Carlos
57,case[10],E,2026-04-15 18:53:59.586324+00:00,2026-04-15 18:53:59.586324+00:00,2026-04-15 18:58:59.586324+00:00,Marta
58,case[11],D,2026-04-15 18:57:51.403582+00:00,2026-04-15 18:57:51.403582+00:00,2026-04-15 19:02:51.403582+00:00,Carlos
59,case[11],E,2026-04-15 19:02:51.403582+00:00,2026-04-15 19:02:51.403582+00:00,2026-04-15 19:07:51.403582+00:00,Marta
60,case[12],A,2026-04-15 19:09:49.958555+00:00,2026-04-15 19:09:49.958555+00:00,2026-04-15 19:14:49.958555+00:00,Carlos
61,case[12],B,2026-04-15 19:14:49.958555+00:00,2026-04-15 19:14:49.958555+00:00,2026-04-15 19:19:49.958555+00:00,Marta
62,case[12],C,2026-04-15 19:19:49.958555+00:00,2026-04-15 19:19:49.958555+00:00,2026-04-15 19:24:49.958555+00:00,Carlos
63,case[12],D,2026-04-15 19:24:49.958555+00:00,2026-04-15 19:24:49.958555+00:00,2026-04-15 19:29:49.958555+00:00,Marta
64,case[12],E,2026-04-15 19:29:49.958555+00:00,2026-04-15 19:29:49.958555+00:00,2026-04-15 19:34:49.958555+00:00,Carlos
65,case[13],A,2026-04-15 19:40:40.216036+00:00,2026-04-15 19:40:40.216036+00:00,2026-04-15 19:45:40.216036+00:00,Marta
66,case[13],B,2026-04-15 19:45:40.216036+00:00,2026-04-15 19:45:40.216036+00:00,2026-04-15 19:50:40.216036+00:00,Carlos
67,case[13],C,2026-04-15 19:50:40.216036+00:00,2026-04-15 19:50:40.216036+00:00,2026-04-15 19:55:40.216036+00:00,Marta
68,case[13],D,2026-04-15 19:55:40.216036+00:00,2026-04-15 19:55:40.216036+00:00,2026-04-15 20:00:40.216036+00:00,Carlos
69,case[13],E,2026-04-15 20:00:40.216036+00:00,2026-04-15 20:00:40.216036+00:00,2026-04-15 20:05:40.216036+00:00,Marta
70,case[14],A,2026-04-15 20:27:00.920433+00:00,2026-04-15 20:27:00.920433+00:00,2026-04-15 20:32:00.920433+00:00,Carlos
71,case[14],B,2026-04-15 20:32:00.920433+00:00,2026-04-15 20:32:00.920433+00:00,2026-04-15 20:37:00.920433+00:00,Marta
72,case[14],C,2026-04-15 20:37:00.920433+00:00,2026-04-15 20:37:00.920433+00:00,2026-04-15 20:42:00.920433+00:00,Carlos
73,case[14],D,2026-04-15 20:42:00.920433+00:00,2026-04-15 20:42:00.920433+00:00,2026-04-15 20:47:00.920433+00:00,Marta
74,case[14],E,2026-04-15 20:47:00.920433+00:00,2026-04-15 20:47:00.920433+00:00,2026-04-15 20:52:00.920433+00:00,Carlos
75,case[15],A,2026-04-15 20:50:00.241764+00:00,2026-04-15 20:50:00.241764+00:00,2026-04-15 20:55:00.241764+00:00,Marta
76,case[15],B,2026-04-15 20:55:00.241764+00:00,2026-04-15 20:55:00.241764+00:00,2026-04-15 21:00:00.241764+00:00,Carlos
77,case[15],C,2026-04-15 21:00:00.241764+00:00,2026-04-15 21:00:00.241764+00:00,2026-04-15 21:05:00.241764+00:00,Marta
78,case[15],D,2026-04-15 21:05:00.241764+00:00,2026-04-15 21:05:00.241764+00:00,2026-04-15 21:10:00.241764+00:00,Carlos
79,case[15],E,2026-04-15 21:10:00.241764+00:00,2026-04-15 21:10:00.241764+00:00,2026-04-15 21:15:00.241764+00:00,Marta
80,case[16],A,2026-04-15 21:47:29.031820+00:00,2026-04-15 21:47:29.031820+00:00,2026-04-15 21:52:29.031820+00:00,Carlos
81,case[16],B,2026-04-15 21:52:29.031820+00:00,2026-04-15 21:52:29.031820+00:00,2026-04-15 21:57:29.031820+00:00,Marta
82,case[16],C,2026-04-15 21:57:29.031820+00:00,2026-04-15 21:57:29.031820+00:00,2026-04-15 22:02:29.031820+00:00,Carlos
83,case[16],D,2026-04-15 22:02:29.031820+00:00,2026-04-15 22:02:29.031820+00:00,2026-04-15 22:07:29.031820+00:00,Marta
84,case[16],E,2026-04-15 22:07:29.031820+00:00,2026-04-15 22:07:29.031820+00:00,2026-04-15 22:12:29.031820+00:00,Carlos
85,case[17],A,2026-04-15 22:57:26.606260+00:00,2026-04-15 22:57:26.606260+00:00,2026-04-15 23:02:26.606260+00:00,Marta
86,case[17],B,2026-04-15 23:02:26.606260+00:00,2026-04-15 23:02:26.606260+00:00,2026-04-15 23:07:26.606260+00:00,Carlos
87,case[17],C,2026-04-15 23:07:26.606260+00:00,2026-04-15 23:07:26.606260+00:00,2026-04-15 23:12:26.606260+00:00,Marta
88,case[17],D,2026-04-15 23:12:26.606260+00:00,2026-04-15 23:12:26.606260+00:00,2026-04-15 23:17:26.606260+00:00,Carlos
89,case[17],E,2026-04-15 23:17:26.606260+00:00,2026-04-15 23:17:26.606260+00:00,2026-04-15 23:22:26.606260+00:00,Marta
90,case[18],A,2026-04-15 23:21:34.596179+00:00,2026-04-15 23:21:34.596179+00:00,2026-04-15 23:26:34.596179+00:00,Carlos
91,case[18],B,2026-04-15 23:26:34.596179+00:00,2026-04-15 23:26:34.596179+00:00,2026-04-15 23:31:34.596179+00:00,Marta
92,case[18],C,2026-04-15 23:31:34.596179+00:00,2026-04-15 23:31:34.596179+00:00,2026-04-15 23:36:34.596179+00:00,Carlos
93,case[18],D,2026-04-15 23:36:34.596179+00:00,2026-04-15 23:36:34.596179+00:00,2026-04-15 23:41:34.596179+00:00,Marta
94,case[18],E,2026-04-15 23:41:34.596179+00:00,2026-04-15 23:41:34.596179+00:00,2026-04-15 23:46:34.596179+00:00,Carlos
95,case[19],A,2026-04-16 00:44:18.293839+00:00,2026-04-16 00:44:18.293839+00:00,2026-04-16 00:49:18.293839+00:00,Marta
96,case[19],B,2026-04-16 00:49:18.293839+00:00,2026-04-16 00:49:18.293839+00:00,2026-04-16 00:54:18.293839+00:00,Carlos
97,case[19],C,2026-04-16 00:54:18.293839+00:00,2026-04-16 00:54:18.293839+00:00,2026-04-16 00:59:18.293839+00:00,Marta
98,case[19],D,2026-04-16 00:59:18.293839+00:00,2026-04-16 00:59:18.293839+00:00,2026-04-16 01:04:18.293839+00:00,Carlos
99,case[19],E,2026-04-16 01:04:18.293839+00:00,2026-04-16 01:04:18.293839+00:00,2026-04-16 01:09:18.293839+00:00,Marta
100,case[20],A,2026-04-16 02:00:30.217199+00:00,2026-04-16 02:00:30.217199+00:00,2026-04-16 02:05:30.217199+00:00,Carlos
101,case[20],B,2026-04-16 02:05:30.217199+00:00,2026-04-16 02:05:30.217199+00:00,2026-04-16 02:10:30.217199+00:00,Marta
102,case[20],C,2026-04-16 02:10:30.217199+00:00,2026-04-16 02:10:30.217199+00:00,2026-04-16 02:15:30.217199+00:00,Carlos
103,case[20],D,2026-04-16 02:15:30.217199+00:00,2026-04-16 02:15:30.217199+00:00,2026-04-16 02:20:30.217199+00:00,Marta
104,case[20],E,2026-04-16 02:20:30.217199+00:00,2026-04-16 02:20:30.217199+00:00,2026-04-16 02:25:30.217199+00:00,Carlos
105,case[21],A,2026-04-16 02:40:41.225897+00:00,2026-04-16 02:40:41.225897+00:00,2026-04-16 02:45:41.225897+00:00,Marta
106,case[21],B,2026-04-16 02:45:41.225897+00:00,2026-04-16 02:45:41.225897+00:00,2026-04-16 02:50:41.225897+00:00,Carlos
107,case[21],C,2026-04-16 02:50:41.225897+00:00,2026-04-16 02:50:41.225897+00:00,2026-04-16 02:55:41.225897+00:00,Marta
108,case[21],D,2026-04-16 02:55:41.225897+00:00,2026-04-16 02:55:41.225897+00:00,2026-04-16 03:00:41.225897+00:00,Carlos
109,case[21],E,2026-04-16 03:00:41.225897+00:00,2026-04-16 03:00:41.225897+00:00,2026-04-16 03:05:41.225897+00:00,Marta
110,case[22],A,2026-04-16 03:50:44.394613+00:00,2026-04-16 03:50:44.394613+00:00,2026-04-16 03:55:44.394613+00:00,Carlos
111,case[22],B,2026-04-16 03:55:44.394613+00:00,2026-04-16 03:55:44.394613+00:00,2026-04-16 04:00:44.394613+00:00,Marta
112,case[22],C,2026-04-16 04:00:44.394613+00:00,2026-04-16 04:00:44.394613+00:00,2026-04-16 04:05:44.394613+00:00,Carlos
113,case[22],D,2026-04-16 04:05:44.394613+00:00,2026-04-16 04:05:44.394613+00:00,2026-04-16 04:10:44.394613+00:00,Marta
114,case[22],E,2026-04-16 04:10:44.394613+00:00,2026-04-16 04:10:44.394613+00:00,2026-04-16 04:15:44.394613+00:00,Carlos
115,case[23],A,2026-04-16 04:45:58.799080+00:00,2026-04-16 04:45:58.799080+00:00,2026-04-16 04:50:58.799080+00:00,Marta
116,case[23],B,2026-04-16 04:50:58.799080+00:00,2026-04-16 04:50:58.799080+00:00,2026-04-16 04:55:58.799080+00:00,Carlos
117,case[24],A,2026-04-16 04:53:44.981850+00:00,2026-04-16 04:53:44.981850+00:00,2026-04-16 04:58:44.981850+00:00,Marta
118,case[23],C,2026-04-16 04:55:58.799080+00:00,2026-04-16 04:55:58.799080+00:00,2026-04-16 05:00:58.799080+00:00,Carlos
119,case[24],B,2026-04-16 04:58:44.981850+00:00,2026-04-16 04:58:44.981850+00:00,2026-04-16 05:03:44.981850+00:00,Marta
120,case[23],D,2026-04-16 05:00:58.799080+00:00,2026-04-16 05:00:58.799080+00:00,2026-04-16 05:05:58.799080+00:00,Carlos
121,case[24],C,2026-04-16 05:03:44.981850+00:00,2026-04-16 05:03:44.981850+00:00,2026-04-16 05:08:44.981850+00:00,Marta
122,case[23],E,2026-04-16 05:05:58.799080+00:00,2026-04-16 05:05:58.799080+00:00,2026-04-16 05:10:58.799080+00:00,Carlos
123,case[24],D,2026-04-16 05:08:44.981850+00:00,2026-04-16 05:08:44.981850+00:00,2026-04-16 05:13:44.981850+00:00,Marta
124,case[24],E,2026-04-16 05:13:44.981850+00:00,2026-04-16 05:13:44.981850+00:00,2026-04-16 05:18:44.981850+00:00,Carlos
125,case[25],A,2026-04-16 05:52:16.313314+00:00,2026-04-16 05:52:16.313314+00:00,2026-04-16 05:57:16.313314+00:00,Marta
126,case[25],B,2026-04-16 05:57:16.313314+00:00,2026-04-16 05:57:16.313314+00:00,2026-04-16 06:02:16.313314+00:00,Carlos
127,case[25],C,2026-04-16 06:02:16.313314+00:00,2026-04-16 06:02:16.313314+00:00,2026-04-16 06:07:16.313314+00:00,Marta
128,case[25],D,2026-04-16 06:07:16.313314+00:00,2026-04-16 06:07:16.313314+00:00,2026-04-16 06:12:16.313314+00:00,Carlos
129,case[26],A,2026-04-16 06:10:10.591204+00:00,2026-04-16 06:10:10.591204+00:00,2026-04-16 06:15:10.591204+00:00,Marta
130,case[25],E,2026-04-16 06:12:16.313314+00:00,2026-04-16 06:12:16.313314+00:00,2026-04-16 06:17:16.313314+00:00,Carlos
131,case[26],B,2026-04-16 06:15:10.591204+00:00,2026-04-16 06:15:10.591204+00:00,2026-04-16 06:20:10.591204+00:00,Marta
132,case[26],C,2026-04-16 06:20:10.591204+00:00,2026-04-16 06:20:10.591204+00:00,2026-04-16 06:25:10.591204+00:00,Carlos
133,case[26],D,2026-04-16 06:25:10.591204+00:00,2026-04-16 06:25:10.591204+00:00,2026-04-16 06:30:10.591204+00:00,Marta
134,case[26],E,2026-04-16 06:30:10.591204+00:00,2026-04-16 06:30:10.591204+00:00,2026-04-16 06:35:10.591204+00:00,Carlos
135,case[27],A,2026-04-16 06:51:47.542430+00:00,2026-04-16 06:51:47.542430+00:00,2026-04-16 06:56:47.542430+00:00,Marta
136,case[27],B,2026-04-16 06:56:47.542430+00:00,2026-04-16 06:56:47.542430+00:00,2026-04-16 07:01:47.542430+00:00,Carlos
137,case[27],C,2026-04-16 07:01:47.542430+00:00,2026-04-16 07:01:47.542430+00:00,2026-04-16 07:06:47.542430+00:00,Marta
138,case[28],A,2026-04-16 07:02:42.029690+00:00,2026-04-16 07:02:42.029690+00:00,2026-04-16 07:07:42.029690+00:00,Carlos
139,case[27],D,2026-04-16 07:06:47.542430+00:00,2026-04-16 07:06:47.542430+00:00,2026-04-16 07:11:47.542430+00:00,Marta
140,case[28],B,2026-04-16 07:07:42.029690+00:00,2026-04-16 07:07:42.029690+00:00,2026-04-16 07:12:42.029690+00:00,Carlos
141,case[27],E,2026-04-16 07:11:47.542430+00:00,2026-04-16 07:11:47.542430+00:00,2026-04-16 07:16:47.542430+00:00,Marta
142,case[28],C,2026-04-16 07:12:42.029690+00:00,2026-04-16 07:12:42.029690+00:00,2026-04-16 07:17:42.029690+00:00,Carlos
143,case[28],D,2026-04-16 07:17:42.029690+00:00,2026-04-16 07:17:42.029690+00:00,2026-04-16 07:22:42.029690+00:00,Marta
144,case[28],E,2026-04-16 07:22:42.029690+00:00,2026-04-16 07:22:42.029690+00:00,2026-04-16 07:27:42.029690+00:00,Carlos
145,case[29],A,2026-04-16 07:43:05.741377+00:00,2026-04-16 07:43:05.741377+00:00,2026-04-16 07:48:05.741377+00:00,Marta
146,case[30],A,2026-04-16 07:44:14.573185+00:00,2026-04-16 07:44:14.573185+00:00,2026-04-16 07:49:14.573185+00:00,Carlos
147,case[29],B,2026-04-16 07:48:05.741377+00:00,2026-04-16 07:48:05.741377+00:00,2026-04-16 07:53:05.741377+00:00,Marta
148,case[30],B,2026-04-16 07:49:14.573185+00:00,2026-04-16 07:49:14.573185+00:00,2026-04-16 07:54:14.573185+00:00,Carlos
149,case[29],C,2026-04-16 07:53:05.741377+00:00,2026-04-16 07:53:05.741377+00:00,2026-04-16 07:58:05.741377+00:00,Marta
150,case[30],C,2026-04-16 07:54:14.573185+00:00,2026-04-16 07:54:14.573185+00:00,2026-04-16 07:59:14.573185+00:00,Carlos
151,case[29],D,2026-04-16 07:58:05.741377+00:00,2026-04-16 07:58:05.741377+00:00,2026-04-16 08:03:05.741377+00:00,Marta
152,case[30],D,2026-04-16 07:59:14.573185+00:00,2026-04-16 07:59:14.573185+00:00,2026-04-16 08:04:14.573185+00:00,Carlos
153,case[29],E,2026-04-16 08:03:05.741377+00:00,2026-04-16 08:03:05.741377+00:00,2026-04-16 08:08:05.741377+00:00,Marta
154,case[30],E,2026-04-16 08:04:14.573185+00:00,2026-04-16 08:04:14.573185+00:00,2026-04-16 08:09:14.573185+00:00,Carlos
155,case[31],A,2026-04-16 08:23:30.717550+00:00,2026-04-16 08:23:30.717550+00:00,2026-04-16 08:28:30.717550+00:00,Marta
156,case[31],B,2026-04-16 08:28:30.717550+00:00,2026-04-16 08:28:30.717550+00:00,2026-04-16 08:33:30.717550+00:00,Carlos
157,case[31],C,2026-04-16 08:33:30.717550+00:00,2026-04-16 08:33:30.717550+00:00,2026-04-16 08:38:30.717550+00:00,Marta
158,case[31],D,2026-04-16 08:38:30.717550+00:00,2026-04-16 08:38:30.717550+00:00,2026-04-16 08:43:30.717550+00:00,Carlos
159,case[31],E,2026-04-16 08:43:30.717550+00:00,2026-04-16 08:43:30.717550+00:00,2026-04-16 08:48:30.717550+00:00,Marta
160,case[32],A,2026-04-16 08:52:47.324382+00:00,2026-04-16 08:52:47.324382+00:00,2026-04-16 08:57:47.324382+00:00,Carlos
161,case[32],B,2026-04-16 08:57:47.324382+00:00,2026-04-16 08:57:47.324382+00:00,2026-04-16 09:02:47.324382+00:00,Marta
162,case[33],A,2026-04-16 09:01:38.691721+00:00,2026-04-16 09:01:38.691721+00:00,2026-04-16 09:06:38.691721+00:00,Carlos
163,case[32],C,2026-04-16 09:02:47.324382+00:00,2026-04-16 09:02:47.324382+00:00,2026-04-16 09:07:47.324382+00:00,Marta
164,case[33],B,2026-04-16 09:06:38.691721+00:00,2026-04-16 09:06:38.691721+00:00,2026-04-16 09:11:38.691721+00:00,Carlos
165,case[32],D,2026-04-16 09:07:47.324382+00:00,2026-04-16 09:07:47.324382+00:00,2026-04-16 09:12:47.324382+00:00,Marta
166,case[33],C,2026-04-16 09:11:38.691721+00:00,2026-04-16 09:11:38.691721+00:00,2026-04-16 09:16:38.691721+00:00,Carlos
167,case[32],E,2026-04-16 09:12:47.324382+00:00,2026-04-16 09:12:47.324382+00:00,2026-04-16 09:17:47.324382+00:00,Marta
168,case[33],D,2026-04-16 09:16:38.691721+00:00,2026-04-16 09:16:38.691721+00:00,2026-04-16 09:21:38.691721+00:00,Carlos
169,case[33],E,2026-04-16 09:21:38.691721+00:00,2026-04-16 09:21:38.691721+00:00,2026-04-16 09:26:38.691721+00:00,Marta
170,case[34],A,2026-04-16 09:28:43.546537+00:00,2026-04-16 09:28:43.546537+00:00,2026-04-16 09:33:43.546537+00:00,Carlos
171,case[34],B,2026-04-16 09:33:43.546537+00:00,2026-04-16 09:33:43.546537+00:00,2026-04-16 09:38:43.546537+00:00,Marta
172,case[34],C,2026-04-16 09:38:43.546537+00:00,2026-04-16 09:38:43.546537+00:00,2026-04-16 09:43:43.546537+00:00,Carlos
173,case[34],D,2026-04-16 09:43:43.546537+00:00,2026-04-16 09:43:43.546537+00:00,2026-04-16 09:48:43.546537+00:00,Marta
174,case[34],E,2026-04-16 09:48:43.546537+00:00,2026-04-16 09:48:43.546537+00:00,2026-04-16 09:53:43.546537+00:00,Carlos
175,case[35],A,2026-04-16 10:08:44.082403+00:00,2026-04-16 10:08:44.082403+00:00,2026-04-16 10:13:44.082403+00:00,Marta
176,case[35],B,2026-04-16 10:13:44.082403+00:00,2026-04-16 10:13:44.082403+00:00,2026-04-16 10:18:44.082403+00:00,Carlos
177,case[35],C,2026-04-16 10:18:44.082403+00:00,2026-04-16 10:18:44.082403+00:00,2026-04-16 10:23:44.082403+00:00,Marta
178,case[35],D,2026-04-16 10:23:44.082403+00:00,2026-04-16 10:23:44.082403+00:00,2026-04-16 10:28:44.082403+00:00,Carlos
179,case[35],E,2026-04-16 10:28:44.082403+00:00,2026-04-16 10:28:44.082403+00:00,2026-04-16 10:33:44.082403+00:00,Marta
180,case[36],A,2026-04-16 11:17:04.059644+00:00,2026-04-16 11:17:04.059644+00:00,2026-04-16 11:22:04.059644+00:00,Carlos
181,case[36],B,2026-04-16 11:22:04.059644+00:00,2026-04-16 11:22:04.059644+00:00,2026-04-16 11:27:04.059644+00:00,Marta
182,case[36],C,2026-04-16 11:27:04.059644+00:00,2026-04-16 11:27:04.059644+00:00,2026-04-16 11:32:04.059644+00:00,Carlos
183,case[36],D,2026-04-16 11:32:04.059644+00:00,2026-04-16 11:32:04.059644+00:00,2026-04-16 11:37:04.059644+00:00,Marta
184,case[36],E,2026-04-16 11:37:04.059644+00:00,2026-04-16 11:37:04.059644+00:00,2026-04-16 11:42:04.059644+00:00,Carlos
185,case[37],A,2026-04-16 12:27:29.871886+00:00,2026-04-16 12:27:29.871886+00:00,2026-04-16 12:32:29.871886+00:00,Marta
186,case[37],B,2026-04-16 12:32:29.871886+00:00,2026-04-16 12:32:29.871886+00:00,2026-04-16 12:37:29.871886+00:00,Carlos
187,case[37],C,2026-04-16 12:37:29.871886+00:00,2026-04-16 12:37:29.871886+00:00,2026-04-16 12:42:29.871886+00:00,Marta
188,case[38],A,2026-04-16 12:39:36.951706+00:00,2026-04-16 12:39:36.951706+00:00,2026-04-16 12:44:36.951706+00:00,Carlos
189,case[37],D,2026-04-16 12:42:29.871886+00:00,2026-04-16 12:42:29.871886+00:00,2026-04-16 12:47:29.871886+00:00,Marta
190,case[38],B,2026-04-16 12:44:36.951706+00:00,2026-04-16 12:44:36.951706+00:00,2026-04-16 12:49:36.951706+00:00,Carlos
191,case[37],E,2026-04-16 12:47:29.871886+00:00,2026-04-16 12:47:29.871886+00:00,2026-04-16 12:52:29.871886+00:00,Marta
