concept:name,lifecycle:transition,time:timestamp,case:concept:name
Check_application_form_completeness,complete,2026-01-01 03:34:00+00:00,case[17]
Appraise_property,complete,2026-01-01 03:35:00+00:00,case[17]
Check_credit_history,complete,2026-01-01 03:36:00+00:00,case[17]
Asses_loan_risk,complete,2026-01-01 03:37:00+00:00,case[17]
Asses_elegibility,complete,2026-01-01 03:38:00+00:00,case[17]
Prepare_acceptance_pack,complete,2026-01-01 03:39:00+00:00,case[17]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 03:40:00+00:00,case[17]
Send_home_insurance_quote,complete,2026-01-01 03:41:00+00:00,case[17]
Verify_repayment_agreement,complete,2026-01-01 03:42:00+00:00,case[17]
Cancel_application,complete,2026-01-01 03:43:00+00:00,case[17]
Loan_application_canceled,complete,2026-01-01 03:44:00+00:00,case[17]
Finish_process,complete,2026-01-01 03:45:00+00:00,case[17]
Loan_application_received,complete,2026-01-01 03:46:00+00:00,case[18]
Check_application_form_completeness,complete,2026-01-01 03:47:00+00:00,case[18]
Check_credit_history,complete,2026-01-01 03:48:00+00:00,case[18]
Asses_loan_risk,complete,2026-01-01 03:49:00+00:00,case[18]
Appraise_property,complete,2026-01-01 03:50:00+00:00,case[18]
Asses_elegibility,complete,2026-01-01 03:51:00+00:00,case[18]
Prepare_acceptance_pack,complete,2026-01-01 03:52:00+00:00,case[18]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 03:53:00+00:00,case[18]
Send_acceptance_pack,complete,2026-01-01 03:54:00+00:00,case[18]
Verify_repayment_agreement,complete,2026-01-01 03:55:00+00:00,case[18]
Approve_application,complete,2026-01-01 03:56:00+00:00,case[18]
Loan_application_approved,complete,2026-01-01 03:57:00+00:00,case[18]
Finish_process,complete,2026-01-01 03:58:00+00:00,case[18]
Loan_application_received,complete,2026-01-01 03:59:00+00:00,case[19]
Check_application_form_completeness,complete,2026-01-01 04:00:00+00:00,case[19]
Return_application_back_to_applicant,complete,2026-01-01 04:01:00+00:00,case[19]
Receive_updated_application,complete,2026-01-01 04:02:00+00:00,case[19]
Check_application_form_completeness,complete,2026-01-01 04:03:00+00:00,case[19]
Return_application_back_to_applicant,complete,2026-01-01 04:04:00+00:00,case[19]
Receive_updated_application,complete,2026-01-01 04:05:00+00:00,case[19]
Check_application_form_completeness,complete,2026-01-01 04:06:00+00:00,case[19]
Return_application_back_to_applicant,complete,2026-01-01 04:07:00+00:00,case[19]
Receive_updated_application,complete,2026-01-01 04:08:00+00:00,case[19]
Check_application_form_completeness,complete,2026-01-01 04:09:00+00:00,case[19]
Check_credit_history,complete,2026-01-01 04:10:00+00:00,case[19]
Asses_loan_risk,complete,2026-01-01 04:11:00+00:00,case[19]
Appraise_property,complete,2026-01-01 04:12:00+00:00,case[19]
Asses_elegibility,complete,2026-01-01 04:13:00+00:00,case[19]
Reject_application,complete,2026-01-01 04:14:00+00:00,case[19]
Loan_application_rejected,complete,2026-01-01 04:15:00+00:00,case[19]
Finish_process,complete,2026-01-01 04:16:00+00:00,case[19]
Loan_application_received,complete,2026-01-01 04:17:00+00:00,case[20]
Check_application_form_completeness,complete,2026-01-01 04:18:00+00:00,case[20]
Return_application_back_to_applicant,complete,2026-01-01 04:19:00+00:00,case[20]
Receive_updated_application,complete,2026-01-01 04:20:00+00:00,case[20]
Check_application_form_completeness,complete,2026-01-01 04:21:00+00:00,case[20]
Return_application_back_to_applicant,complete,2026-01-01 04:22:00+00:00,case[20]
Receive_updated_application,complete,2026-01-01 04:23:00+00:00,case[20]
Check_application_form_completeness,complete,2026-01-01 04:24:00+00:00,case[20]
Return_application_back_to_applicant,complete,2026-01-01 04:25:00+00:00,case[20]
Receive_updated_application,complete,2026-01-01 04:26:00+00:00,case[20]
Check_application_form_completeness,complete,2026-01-01 04:27:00+00:00,case[20]
Check_credit_history,complete,2026-01-01 04:28:00+00:00,case[20]
Asses_loan_risk,complete,2026-01-01 04:29:00+00:00,case[20]
Appraise_property,complete,2026-01-01 04:30:00+00:00,case[20]
Asses_elegibility,complete,2026-01-01 04:31:00+00:00,case[20]
Prepare_acceptance_pack,complete,2026-01-01 04:32:00+00:00,case[20]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 04:33:00+00:00,case[20]
Send_home_insurance_quote,complete,2026-01-01 04:34:00+00:00,case[20]
Verify_repayment_agreement,complete,2026-01-01 04:35:00+00:00,case[20]
Approve_application,complete,2026-01-01 04:36:00+00:00,case[20]
Loan_application_approved,complete,2026-01-01 04:37:00+00:00,case[20]
Finish_process,complete,2026-01-01 04:38:00+00:00,case[20]
Loan_application_received,complete,2026-01-01 04:39:00+00:00,case[21]
Check_application_form_completeness,complete,2026-01-01 04:40:00+00:00,case[21]
Appraise_property,complete,2026-01-01 04:41:00+00:00,case[21]
Check_credit_history,complete,2026-01-01 04:42:00+00:00,case[21]
Asses_loan_risk,complete,2026-01-01 04:43:00+00:00,case[21]
Asses_elegibility,complete,2026-01-01 04:44:00+00:00,case[21]
Reject_application,complete,2026-01-01 04:45:00+00:00,case[21]
Loan_application_rejected,complete,2026-01-01 04:46:00+00:00,case[21]
Finish_process,complete,2026-01-01 04:47:00+00:00,case[21]
Loan_application_received,complete,2026-01-01 04:48:00+00:00,case[22]
Check_application_form_completeness,complete,2026-01-01 04:49:00+00:00,case[22]
Return_application_back_to_applicant,complete,2026-01-01 04:50:00+00:00,case[22]
Receive_updated_application,complete,2026-01-01 04:51:00+00:00,case[22]
Check_application_form_completeness,complete,2026-01-01 04:52:00+00:00,case[22]
Appraise_property,complete,2026-01-01 04:53:00+00:00,case[22]
Check_credit_history,complete,2026-01-01 04:54:00+00:00,case[22]
Asses_loan_risk,complete,2026-01-01 04:55:00+00:00,case[22]
Asses_elegibility,complete,2026-01-01 04:56:00+00:00,case[22]
Reject_application,complete,2026-01-01 04:57:00+00:00,case[22]
Loan_application_rejected,complete,2026-01-01 04:58:00+00:00,case[22]
Finish_process,complete,2026-01-01 04:59:00+00:00,case[22]
Loan_application_received,complete,2026-01-01 05:00:00+00:00,case[23]
Check_application_form_completeness,complete,2026-01-01 05:01:00+00:00,case[23]
Appraise_property,complete,2026-01-01 05:02:00+00:00,case[23]
Check_credit_history,complete,2026-01-01 05:03:00+00:00,case[23]
Asses_loan_risk,complete,2026-01-01 05:04:00+00:00,case[23]
Asses_elegibility,complete,2026-01-01 05:05:00+00:00,case[23]
Reject_application,complete,2026-01-01 05:06:00+00:00,case[23]
Loan_application_rejected,complete,2026-01-01 05:07:00+00:00,case[23]
Finish_process,complete,2026-01-01 05:08:00+00:00,case[23]
Loan_application_received,complete,2026-01-01 05:09:00+00:00,case[24]
Check_application_form_completeness,complete,2026-01-01 05:10:00+00:00,case[24]
Appraise_property,complete,2026-01-01 05:11:00+00:00,case[24]
Check_credit_history,complete,2026-01-01 05:12:00+00:00,case[24]
Asses_loan_risk,complete,2026-01-01 05:13:00+00:00,case[24]
Asses_elegibility,complete,2026-01-01 05:14:00+00:00,case[24]
Prepare_acceptance_pack,complete,2026-01-01 05:15:00+00:00,case[24]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 05:16:00+00:00,case[24]
Send_home_insurance_quote,complete,2026-01-01 05:17:00+00:00,case[24]
Verify_repayment_agreement,complete,2026-01-01 05:18:00+00:00,case[24]
Approve_application,complete,2026-01-01 05:19:00+00:00,case[24]
Loan_application_approved,complete,2026-01-01 05:20:00+00:00,case[24]
Finish_process,complete,2026-01-01 05:21:00+00:00,case[24]
Loan_application_received,complete,2026-01-01 05:22:00+00:00,case[25]
Check_application_form_completeness,complete,2026-01-01 05:23:00+00:00,case[25]
Check_credit_history,complete,2026-01-01 05:24:00+00:00,case[25]
Asses_loan_risk,complete,2026-01-01 05:25:00+00:00,case[25]
Appraise_property,complete,2026-01-01 05:26:00+00:00,case[25]
Asses_elegibility,complete,2026-01-01 05:27:00+00:00,case[25]
Prepare_acceptance_pack,complete,2026-01-01 05:28:00+00:00,case[25]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 05:29:00+00:00,case[25]
Send_acceptance_pack,complete,2026-01-01 05:30:00+00:00,case[25]
Verify_repayment_agreement,complete,2026-01-01 05:31:00+00:00,case[25]
Approve_application,complete,2026-01-01 05:32:00+00:00,case[25]
Loan_application_approved,complete,2026-01-01 05:33:00+00:00,case[25]
Finish_process,complete,2026-01-01 05:34:00+00:00,case[25]
Loan_application_received,complete,2026-01-01 05:35:00+00:00,case[26]
Check_application_form_completeness,complete,2026-01-01 05:36:00+00:00,case[26]
Return_application_back_to_applicant,complete,2026-01-01 05:37:00+00:00,case[26]
Receive_updated_application,complete,2026-01-01 05:38:00+00:00,case[26]
Check_application_form_completeness,complete,2026-01-01 05:39:00+00:00,case[26]
Return_application_back_to_applicant,complete,2026-01-01 05:40:00+00:00,case[26]
Receive_updated_application,complete,2026-01-01 05:41:00+00:00,case[26]
Check_application_form_completeness,complete,2026-01-01 05:42:00+00:00,case[26]
Return_application_back_to_applicant,complete,2026-01-01 05:43:00+00:00,case[26]
Receive_updated_application,complete,2026-01-01 05:44:00+00:00,case[26]
Check_application_form_completeness,complete,2026-01-01 05:45:00+00:00,case[26]
Appraise_property,complete,2026-01-01 05:46:00+00:00,case[26]
Check_credit_history,complete,2026-01-01 05:47:00+00:00,case[26]
Asses_loan_risk,complete,2026-01-01 05:48:00+00:00,case[26]
Asses_elegibility,complete,2026-01-01 05:49:00+00:00,case[26]
Reject_application,complete,2026-01-01 05:50:00+00:00,case[26]
Loan_application_rejected,complete,2026-01-01 05:51:00+00:00,case[26]
Finish_process,complete,2026-01-01 05:52:00+00:00,case[26]
Loan_application_received,complete,2026-01-01 05:53:00+00:00,case[27]
Check_application_form_completeness,complete,2026-01-01 05:54:00+00:00,case[27]
Appraise_property,complete,2026-01-01 05:55:00+00:00,case[27]
Check_credit_history,complete,2026-01-01 05:56:00+00:00,case[27]
Asses_loan_risk,complete,2026-01-01 05:57:00+00:00,case[27]
Asses_elegibility,complete,2026-01-01 05:58:00+00:00,case[27]
Prepare_acceptance_pack,complete,2026-01-01 05:59:00+00:00,case[27]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 06:00:00+00:00,case[27]
Send_acceptance_pack,complete,2026-01-01 06:01:00+00:00,case[27]
Verify_repayment_agreement,complete,2026-01-01 06:02:00+00:00,case[27]
Approve_application,complete,2026-01-01 06:03:00+00:00,case[27]
Loan_application_approved,complete,2026-01-01 06:04:00+00:00,case[27]
Finish_process,complete,2026-01-01 06:05:00+00:00,case[27]
Loan_application_received,complete,2026-01-01 06:06:00+00:00,case[28]
Check_application_form_completeness,complete,2026-01-01 06:07:00+00:00,case[28]
Check_credit_history,complete,2026-01-01 06:08:00+00:00,case[28]
Asses_loan_risk,complete,2026-01-01 06:09:00+00:00,case[28]
Appraise_property,complete,2026-01-01 06:10:00+00:00,case[28]
Asses_elegibility,complete,2026-01-01 06:11:00+00:00,case[28]
Prepare_acceptance_pack,complete,2026-01-01 06:12:00+00:00,case[28]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 06:13:00+00:00,case[28]
Send_home_insurance_quote,complete,2026-01-01 06:14:00+00:00,case[28]
Verify_repayment_agreement,complete,2026-01-01 06:15:00+00:00,case[28]
Cancel_application,complete,2026-01-01 06:16:00+00:00,case[28]
Loan_application_canceled,complete,2026-01-01 06:17:00+00:00,case[28]
Finish_process,complete,2026-01-01 06:18:00+00:00,case[28]
Loan_application_received,complete,2026-01-01 06:19:00+00:00,case[29]
Check_application_form_completeness,complete,2026-01-01 06:20:00+00:00,case[29]
Check_credit_history,complete,2026-01-01 06:21:00+00:00,case[29]
Asses_loan_risk,complete,2026-01-01 06:22:00+00:00,case[29]
Appraise_property,complete,2026-01-01 06:23:00+00:00,case[29]
Asses_elegibility,complete,2026-01-01 06:24:00+00:00,case[29]
Prepare_acceptance_pack,complete,2026-01-01 06:25:00+00:00,case[29]
Check_if_home_insurance_quote_is_requested,complete,2026-01-01 06:26:00+00:00,case[29]
Send_home_insurance_quote,complete,2026-01-01 06:27:00+00:00,case[29]
Verify_repayment_agreement,complete,2026-01-01 06:28:00+00:00,case[29]
Cancel_application,complete,2026-01-01 06:29:00+00:00,case[29]
Loan_application_canceled,complete,2026-01-01 06:30:00+00:00,case[29]
Finish_process,complete,2026-01-01 06:31:00+00:00,case[29]
Loan_application_received,complete,2026-01-01 06:32:00+00:00,case[30]
Check_application_form_completeness,complete,2026-01-01 06:33:00+00:00,case[30]
Return_application_back_to_applicant,complete,2026-01-01 06:34:00+00:00,case[30]
Receive_updated_application,complete,2026-01-01 06:35:00+00:00,case[30]
Check_application_form_completeness,complete,2026-01-01 06:36:00+00:00,case[30]
Return_application_back_to_applicant,complete,2026-01-01 06:37:00+00:00,case[30]
Receive_updated_application,complete,2026-01-01 06:38:00+00:00,case[30]
Check_application_form_completeness,complete,2026-01-01 06:39:00+00:00,case[30]
Return_application_back_to_applicant,complete,2026-01-01 06:40:00+00:00,case[30]
Receive_updated_application,complete,2026-01-01 06:41:00+00:00,case[30]
