,case:concept:name,concept:name,time:enabled,start_timestamp,time:timestamp,org:resource
38,case[7],D,2026-04-15 17:09:43.105264+00:00,2026-04-15 17:09:43.105264+00:00,2026-04-15 17:14:43.105264+00:00,Default resource profile 1_38
39,case[7],E,2026-04-15 17:14:43.105264+00:00,2026-04-15 17:14:43.105264+00:00,2026-04-15 17:19:43.105264+00:00,Default resource profile 1_39
40,case[8],A,2026-04-15 17:45:06.640594+00:00,2026-04-15 17:45:06.640594+00:00,2026-04-15 17:50:06.640594+00:00,Default resource profile 1_40
41,case[8],B,2026-04-15 17:50:06.640594+00:00,2026-04-15 17:50:06.640594+00:00,2026-04-15 17:55:06.640594+00:00,Default resource profile 1_41
42,case[8],C,2026-04-15 17:55:06.640594+00:00,2026-04-15 17:55:06.640594+00:00,2026-04-15 18:00:06.640594+00:00,Default resource profile 1_42
43,case[8],D,2026-04-15 18:00:06.640594+00:00,2026-04-15 18:00:06.640594+00:00,2026-04-15 18:05:06.640594+00:00,Default resource profile 1_43
44,case[8],E,2026-04-15 18:05:06.640594+00:00,2026-04-15 18:05:06.640594+00:00,2026-04-15 18:10:06.640594+00:00,Default resource profile 1_44
45,case[9],A,2026-04-16 08:00:00.583000+00:00,2026-04-16 08:00:00.583000+00:00,2026-04-16 08:05:00.583000+00:00,Default resource profile 1_45
46,case[10],A,2026-04-16 08:03:01.732986+00:00,2026-04-16 08:03:01.732986+00:00,2026-04-16 08:08:01.732986+00:00,Default resource profile 1_46
47,case[9],B,2026-04-16 08:05:00.583000+00:00,2026-04-16 08:05:00.583000+00:00,2026-04-16 08:10:00.583000+00:00,Default resource profile 1_47
48,case[10],B,2026-04-16 08:08:01.732986+00:00,2026-04-16 08:08:01.732986+00:00,2026-04-16 08:13:01.732986+00:00,Default resource profile 1_48
49,case[9],C,2026-04-16 08:10:00.583000+00:00,2026-04-16 08:10:00.583000+00:00,2026-04-16 08:15:00.583000+00:00,Default resource profile 1_49
50,case[10],C,2026-04-16 08:13:01.732986+00:00,2026-04-16 08:13:01.732986+00:00,2026-04-16 08:18:01.732986+00:00,Default resource profile 1_50
51,case[9],D,2026-04-16 08:15:00.583000+00:00,2026-04-16 08:15:00.583000+00:00,2026-04-16 08:20:00.583000+00:00,Default resource profile 1_51
52,case[10],D,2026-04-16 08:18:01.732986+00:00,2026-04-16 08:18:01.732986+00:00,2026-04-16 08:23:01.732986+00:00,Default resource profile 1_52
53,case[9],E,2026-04-16 08:20:00.583000+00:00,2026-04-16 08:20:00.583000+00:00,2026-04-16 08:25:00.583000+00:00,Default resource profile 1_53
54,case[10],E,2026-04-16 08:23:01.732986+00:00,2026-04-16 08:23:01.732986+00:00,2026-04-16 08:28:01.732986+00:00,Default resource profile 1_54
55,case[11],A,2026-04-16 09:18:39.504271+00:00,2026-04-16 09:18:39.504271+00:00,2026-04-16 09:23:39.504271+00:00,Default resource profile 1_55
56,case[12],A,2026-04-16 09:21:14.314473+00:00,2026-04-16 09:21:14.314473+00:00,2026-04-16 09:26:14.314473+00:00,Default resource profile 1_56
57,case[11],B,2026-04-16 09:23:39.504271+00:00,2026-04-16 09:23:39.504271+00:00,2026-04-16 09:28:39.504271+00:00,Default resource profile 1_57
58,case[12],B,2026-04-16 09:26:14.314473+00:00,2026-04-16 09:26:14.314473+00:00,2026-04-16 09:31:14.314473+00:00,Default resource profile 1_58
59,case[11],C,2026-04-16 09:28:39.504271+00:00,2026-04-16 09:28:39.504271+00:00,2026-04-16 09:33:39.504271+00:00,Default resource profile 1_59
60,case[12],C,2026-04-16 09:31:14.314473+00:00,2026-04-16 09:31:14.314473+00:00,2026-04-16 09:36:14.314473+00:00,Default resource profile 1_60
61,case[11],D,2026-04-16 09:33:39.504271+00:00,2026-04-16 09:33:39.504271+00:00,2026-04-16 09:38:39.504271+00:00,Default resource profile 1_61
62,case[12],D,2026-04-16 09:36:14.314473+00:00,2026-04-16 09:36:14.314473+00:00,2026-04-16 09:41:14.314473+00:00,Default resource profile 1_62
63,case[11],E,2026-04-16 09:38:39.504271+00:00,2026-04-16 09:38:39.504271+00:00,2026-04-16 09:43:39.504271+00:00,Default resource profile 1_63
64,case[12],E,2026-04-16 09:41:14.314473+00:00,2026-04-16 09:41:14.314473+00:00,2026-04-16 09:46:14.314473+00:00,Default resource profile 1_64
65,case[13],A,2026-04-16 10:00:40.520442+00:00,2026-04-16 10:00:40.520442+00:00,2026-04-16 10:05:40.520442+00:00,Default resource profile 1_65
66,case[13],B,2026-04-16 10:05:40.520442+00:00,2026-04-16 10:05:40.520442+00:00,2026-04-16 10:10:40.520442+00:00,Default resource profile 1_66
67,case[13],C,2026-04-16 10:10:40.520442+00:00,2026-04-16 10:10:40.520442+00:00,2026-04-16 10:15:40.520442+00:00,Default resource profile 1_67
68,case[13],D,2026-04-16 10:15:40.520442+00:00,2026-04-16 10:15:40.520442+00:00,2026-04-16 10:20:40.520442+00:00,Default resource profile 1_68
69,case[14],A,2026-04-16 10:17:30.709747+00:00,2026-04-16 10:17:30.709747+00:00,2026-04-16 10:22:30.709747+00:00,Default resource profile 1_69
70,case[13],E,2026-04-16 10:20:40.520442+00:00,2026-04-16 10:20:40.520442+00:00,2026-04-16 10:25:40.520442+00:00,Default resource profile 1_70
71,case[14],B,2026-04-16 10:22:30.709747+00:00,2026-04-16 10:22:30.709747+00:00,2026-04-16 10:27:30.709747+00:00,Default resource profile 1_71
72,case[14],C,2026-04-16 10:27:30.709747+00:00,2026-04-16 10:27:30.709747+00:00,2026-04-16 10:32:30.709747+00:00,Default resource profile 1_72
73,case[14],D,2026-04-16 10:32:30.709747+00:00,2026-04-16 10:32:30.709747+00:00,2026-04-16 10:37:30.709747+00:00,Default resource profile 1_73
74,case[14],E,2026-04-16 10:37:30.709747+00:00,2026-04-16 10:37:30.709747+00:00,2026-04-16 10:42:30.709747+00:00,Default resource profile 1_74
75,case[15],A,2026-04-16 10:54:56.673286+00:00,2026-04-16 10:54:56.673286+00:00,2026-04-16 10:59:56.673286+00:00,Default resource profile 1_75
76,case[15],B,2026-04-16 10:59:56.673286+00:00,2026-04-16 10:59:56.673286+00:00,2026-04-16 11:04:56.673286+00:00,Default resource profile 1_76
77,case[15],C,2026-04-16 11:04:56.673286+00:00,2026-04-16 11:04:56.673286+00:00,2026-04-16 11:09:56.673286+00:00,Default resource profile 1_77
78,case[15],D,2026-04-16 11:09:56.673286+00:00,2026-04-16 11:09:56.673286+00:00,2026-04-16 11:14:56.673286+00:00,Default resource profile 1_78
79,case[15],E,2026-04-16 11:14:56.673286+00:00,2026-04-16 11:14:56.673286+00:00,2026-04-16 11:19:56.673286+00:00,Default resource profile 1_79
80,case[16],A,2026-04-16 11:45:19.614575+00:00,2026-04-16 11:45:19.614575+00:00,2026-04-16 11:50:19.614575+00:00,Default resource profile 1_80
81,case[16],B,2026-04-16 11:50:19.614575+00:00,2026-04-16 11:50:19.614575+00:00,2026-04-16 11:55:19.614575+00:00,Default resource profile 1_81
82,case[17],A,2026-04-16 11:51:44.403042+00:00,2026-04-16 11:51:44.403042+00:00,2026-04-16 11:56:44.403042+00:00,Default resource profile 1_82
83,case[16],C,2026-04-16 11:55:19.614575+00:00,2026-04-16 11:55:19.614575+00:00,2026-04-16 12:00:19.614575+00:00,Default resource profile 1_83
84,case[17],B,2026-04-16 11:56:44.403042+00:00,2026-04-16 11:56:44.403042+00:00,2026-04-16 12:01:44.403042+00:00,Default resource profile 1_84
85,case[16],D,2026-04-16 12:00:19.614575+00:00,2026-04-16 12:00:19.614575+00:00,2026-04-16 12:05:19.614575+00:00,Default resource profile 1_85
86,case[17],C,2026-04-16 12:01:44.403042+00:00,2026-04-16 12:01:44.403042+00:00,2026-04-16 12:06:44.403042+00:00,Default resource profile 1_86
87,case[16],E,2026-04-16 12:05:19.614575+00:00,2026-04-16 12:05:19.614575+00:00,2026-04-16 12:10:19.614575+00:00,Default resource profile 1_87
88,case[17],D,2026-04-16 12:06:44.403042+00:00,2026-04-16 12:06:44.403042+00:00,2026-04-16 12:11:44.403042+00:00,Default resource profile 1_88
89,case[17],E,2026-04-16 12:11:44.403042+00:00,2026-04-16 12:11:44.403042+00:00,2026-04-16 12:16:44.403042+00:00,Default resource profile 1_89
90,case[18],A,2026-04-16 12:35:21.237834+00:00,2026-04-16 12:35:21.237834+00:00,2026-04-16 12:40:21.237834+00:00,Default resource profile 1_90
91,case[18],B,2026-04-16 12:40:21.237834+00:00,2026-04-16 12:40:21.237834+00:00,2026-04-16 12:45:21.237834+00:00,Default resource profile 1_91
92,case[18],C,2026-04-16 12:45:21.237834+00:00,2026-04-16 12:45:21.237834+00:00,2026-04-16 12:50:21.237834+00:00,Default resource profile 1_92
93,case[18],D,2026-04-16 12:50:21.237834+00:00,2026-04-16 12:50:21.237834+00:00,2026-04-16 12:55:21.237834+00:00,Default resource profile 1_93
94,case[18],E,2026-04-16 12:55:21.237834+00:00,2026-04-16 12:55:21.237834+00:00,2026-04-16 13:00:21.237834+00:00,Default resource profile 1_94
95,case[19],A,2026-04-16 13:07:39.215625+00:00,2026-04-16 13:07:39.215625+00:00,2026-04-16 13:12:39.215625+00:00,Default resource profile 1_95
96,case[19],B,2026-04-16 13:12:39.215625+00:00,2026-04-16 13:12:39.215625+00:00,2026-04-16 13:17:39.215625+00:00,Default resource profile 1_96
97,case[19],C,2026-04-16 13:17:39.215625+00:00,2026-04-16 13:17:39.215625+00:00,2026-04-16 13:22:39.215625+00:00,Default resource profile 1_97
98,case[19],D,2026-04-16 13:22:39.215625+00:00,2026-04-16 13:22:39.215625+00:00,2026-04-16 13:27:39.215625+00:00,Default resource profile 1_98
99,case[19],E,2026-04-16 13:27:39.215625+00:00,2026-04-16 13:27:39.215625+00:00,2026-04-16 13:32:39.215625+00:00,Default resource profile 1_99
100,case[20],A,2026-04-16 14:03:49.048990+00:00,2026-04-16 14:03:49.048990+00:00,2026-04-16 14:08:49.048990+00:00,Default resource profile 1_100
101,case[20],B,2026-04-16 14:08:49.048990+00:00,2026-04-16 14:08:49.048990+00:00,2026-04-16 14:13:49.048990+00:00,Default resource profile 1_101
102,case[20],C,2026-04-16 14:13:49.048990+00:00,2026-04-16 14:13:49.048990+00:00,2026-04-16 14:18:49.048990+00:00,Default resource profile 1_102
103,case[20],D,2026-04-16 14:18:49.048990+00:00,2026-04-16 14:18:49.048990+00:00,2026-04-16 14:23:49.048990+00:00,Default resource profile 1_103
104,case[20],E,2026-04-16 14:23:49.048990+00:00,2026-04-16 14:23:49.048990+00:00,2026-04-16 14:28:49.048990+00:00,Default resource profile 1_104
105,case[21],A,2026-04-16 14:56:19.339999+00:00,2026-04-16 14:56:19.339999+00:00,2026-04-16 15:01:19.339999+00:00,Default resource profile 1_105
106,case[21],B,2026-04-16 15:01:19.339999+00:00,2026-04-16 15:01:19.339999+00:00,2026-04-16 15:06:19.339999+00:00,Default resource profile 1_106
107,case[21],C,2026-04-16 15:06:19.339999+00:00,2026-04-16 15:06:19.339999+00:00,2026-04-16 15:11:19.339999+00:00,Default resource profile 1_107
108,case[21],D,2026-04-16 15:11:19.339999+00:00,2026-04-16 15:11:19.339999+00:00,2026-04-16 15:16:19.339999+00:00,Default resource profile 1_108
109,case[22],A,2026-04-16 15:16:19.056251+00:00,2026-04-16 15:16:19.056251+00:00,2026-04-16 15:21:19.056251+00:00,Default resource profile 1_109
110,case[21],E,2026-04-16 15:16:19.339999+00:00,2026-04-16 15:16:19.339999+00:00,2026-04-16 15:21:19.339999+00:00,Default resource profile 1_110
111,case[22],B,2026-04-16 15:21:19.056251+00:00,2026-04-16 15:21:19.056251+00:00,2026-04-16 15:26:19.056251+00:00,Default resource profile 1_111
112,case[22],C,2026-04-16 15:26:19.056251+00:00,2026-04-16 15:26:19.056251+00:00,2026-04-16 15:31:19.056251+00:00,Default resource profile 1_112
113,case[22],D,2026-04-16 15:31:19.056251+00:00,2026-04-16 15:31:19.056251+00:00,2026-04-16 15:36:19.056251+00:00,Default resource profile 1_113
114,case[22],E,2026-04-16 15:36:19.056251+00:00,2026-04-16 15:36:19.056251+00:00,2026-04-16 15:41:19.056251+00:00,Default resource profile 1_114
115,case[23],A,2026-04-16 15:51:22.329063+00:00,2026-04-16 15:51:22.329063+00:00,2026-04-16 15:56:22.329063+00:00,Default resource profile 1_115
116,case[23],B,2026-04-16 15:56:22.329063+00:00,2026-04-16 15:56:22.329063+00:00,2026-04-16 16:01:22.329063+00:00,Default resource profile 1_116
117,case[23],C,2026-04-16 16:01:22.329063+00:00,2026-04-16 16:01:22.329063+00:00,2026-04-16 16:06:22.329063+00:00,Default resource profile 1_117
118,case[23],D,2026-04-16 16:06:22.329063+00:00,2026-04-16 16:06:22.329063+00:00,2026-04-16 16:11:22.329063+00:00,Default resource profile 1_118
119,case[23],E,2026-04-16 16:11:22.329063+00:00,2026-04-16 16:11:22.329063+00:00,2026-04-16 16:16:22.329063+00:00,Default resource profile 1_119
120,case[24],A,2026-04-16 16:30:53.918407+00:00,2026-04-16 16:30:53.918407+00:00,2026-04-16 16:35:53.918407+00:00,Default resource profile 1_120
121,case[24],B,2026-04-16 16:35:53.918407+00:00,2026-04-16 16:35:53.918407+00:00,2026-04-16 16:40:53.918407+00:00,Default resource profile 1_121
122,case[24],C,2026-04-16 16:40:53.918407+00:00,2026-04-16 16:40:53.918407+00:00,2026-04-16 16:45:53.918407+00:00,Default resource profile 1_122
123,case[24],D,2026-04-16 16:45:53.918407+00:00,2026-04-16 16:45:53.918407+00:00,2026-04-16 16:50:53.918407+00:00,Default resource profile 1_123
124,case[24],E,2026-04-16 16:50:53.918407+00:00,2026-04-16 16:50:53.918407+00:00,2026-04-16 16:55:53.918407+00:00,Default resource profile 1_124
125,case[25],A,2026-04-16 16:59:20.700912+00:00,2026-04-16 16:59:20.700912+00:00,2026-04-16 17:04:20.700912+00:00,Default resource profile 1_125
126,case[26],A,2026-04-16 16:59:41.156756+00:00,2026-04-16 16:59:41.156756+00:00,2026-04-16 17:04:41.156756+00:00,Default resource profile 1_126
127,case[25],B,2026-04-16 17:04:20.700912+00:00,2026-04-16 17:04:20.700912+00:00,2026-04-16 17:09:20.700912+00:00,Default resource profile 1_127
128,case[26],B,2026-04-16 17:04:41.156756+00:00,2026-04-16 17:04:41.156756+00:00,2026-04-16 17:09:41.156756+00:00,Default resource profile 1_128
129,case[25],C,2026-04-16 17:09:20.700912+00:00,2026-04-16 17:09:20.700912+00:00,2026-04-16 17:14:20.700912+00:00,Default resource profile 1_129
130,case[26],C,2026-04-16 17:09:41.156756+00:00,2026-04-16 17:09:41.156756+00:00,2026-04-16 17:14:41.156756+00:00,Default resource profile 1_130
131,case[25],D,2026-04-16 17:14:20.700912+00:00,2026-04-16 17:14:20.700912+00:00,2026-04-16 17:19:20.700912+00:00,Default resource profile 1_131
132,case[26],D,2026-04-16 17:14:41.156756+00:00,2026-04-16 17:14:41.156756+00:00,2026-04-16 17:19:41.156756+00:00,Default resource profile 1_132
133,case[25],E,2026-04-16 17:19:20.700912+00:00,2026-04-16 17:19:20.700912+00:00,2026-04-16 17:24:20.700912+00:00,Default resource profile 1_133
134,case[26],E,2026-04-16 17:19:41.156756+00:00,2026-04-16 17:19:41.156756+00:00,2026-04-16 17:24:41.156756+00:00,Default resource profile 1_134
135,case[27],A,2026-04-17 08:00:00.583000+00:00,2026-04-17 08:00:00.583000+00:00,2026-04-17 08:05:00.583000+00:00,Default resource profile 1_135
136,case[27],B,2026-04-17 08:05:00.583000+00:00,2026-04-17 08:05:00.583000+00:00,2026-04-17 08:10:00.583000+00:00,Default resource profile 1_136
137,case[27],C,2026-04-17 08:10:00.583000+00:00,2026-04-17 08:10:00.583000+00:00,2026-04-17 08:15:00.583000+00:00,Default resource profile 1_137
138,case[27],D,2026-04-17 08:15:00.583000+00:00,2026-04-17 08:15:00.583000+00:00,2026-04-17 08:20:00.583000+00:00,Default resource profile 1_138
139,case[27],E,2026-04-17 08:20:00.583000+00:00,2026-04-17 08:20:00.583000+00:00,2026-04-17 08:25:00.583000+00:00,Default resource profile 1_139
140,case[28],A,2026-04-17 09:06:55.043604+00:00,2026-04-17 09:06:55.043604+00:00,2026-04-17 09:11:55.043604+00:00,Default resource profile 1_140
141,case[28],B,2026-04-17 09:11:55.043604+00:00,2026-04-17 09:11:55.043604+00:00,2026-04-17 09:16:55.043604+00:00,Default resource profile 1_141
142,case[28],C,2026-04-17 09:16:55.043604+00:00,2026-04-17 09:16:55.043604+00:00,2026-04-17 09:21:55.043604+00:00,Default resource profile 1_142
143,case[28],D,2026-04-17 09:21:55.043604+00:00,2026-04-17 09:21:55.043604+00:00,2026-04-17 09:26:55.043604+00:00,Default resource profile 1_143
144,case[28],E,2026-04-17 09:26:55.043604+00:00,2026-04-17 09:26:55.043604+00:00,2026-04-17 09:31:55.043604+00:00,Default resource profile 1_144
145,case[29],A,2026-04-17 09:45:37.217722+00:00,2026-04-17 09:45:37.217722+00:00,2026-04-17 09:50:37.217722+00:00,Default resource profile 1_145
146,case[29],B,2026-04-17 09:50:37.217722+00:00,2026-04-17 09:50:37.217722+00:00,2026-04-17 09:55:37.217722+00:00,Default resource profile 1_146
147,case[29],C,2026-04-17 09:55:37.217722+00:00,2026-04-17 09:55:37.217722+00:00,2026-04-17 10:00:37.217722+00:00,Default resource profile 1_147
148,case[29],D,2026-04-17 10:00:37.217722+00:00,2026-04-17 10:00:37.217722+00:00,2026-04-17 10:05:37.217722+00:00,Default resource profile 1_148
149,case[29],E,2026-04-17 10:05:37.217722+00:00,2026-04-17 10:05:37.217722+00:00,2026-04-17 10:10:37.217722+00:00,Default resource profile 1_149
150,case[30],A,2026-04-17 10:49:20.502882+00:00,2026-04-17 10:49:20.502882+00:00,2026-04-17 10:54:20.502882+00:00,Default resource profile 1_150
151,case[30],B,2026-04-17 10:54:20.502882+00:00,2026-04-17 10:54:20.502882+00:00,2026-04-17 10:59:20.502882+00:00,Default resource profile 1_151
152,case[30],C,2026-04-17 10:59:20.502882+00:00,2026-04-17 10:59:20.502882+00:00,2026-04-17 11:04:20.502882+00:00,Default resource profile 1_152
153,case[30],D,2026-04-17 11:04:20.502882+00:00,2026-04-17 11:04:20.502882+00:00,2026-04-17 11:09:20.502882+00:00,Default resource profile 1_153
154,case[30],E,2026-04-17 11:09:20.502882+00:00,2026-04-17 11:09:20.502882+00:00,2026-04-17 11:14:20.502882+00:00,Default resource profile 1_154
155,case[31],A,2026-04-17 11:46:34.953007+00:00,2026-04-17 11:46:34.953007+00:00,2026-04-17 11:51:34.953007+00:00,Default resource profile 1_155
156,case[31],B,2026-04-17 11:51:34.953007+00:00,2026-04-17 11:51:34.953007+00:00,2026-04-17 11:56:34.953007+00:00,Default resource profile 1_156
157,case[31],C,2026-04-17 11:56:34.953007+00:00,2026-04-17 11:56:34.953007+00:00,2026-04-17 12:01:34.953007+00:00,Default resource profile 1_157
158,case[31],D,2026-04-17 12:01:34.953007+00:00,2026-04-17 12:01:34.953007+00:00,2026-04-17 12:06:34.953007+00:00,Default resource profile 1_158
159,case[31],E,2026-04-17 12:06:34.953007+00:00,2026-04-17 12:06:34.953007+00:00,2026-04-17 12:11:34.953007+00:00,Default resource profile 1_159
160,case[32],A,2026-04-17 12:20:04.033619+00:00,2026-04-17 12:20:04.033619+00:00,2026-04-17 12:25:04.033619+00:00,Default resource profile 1_160
161,case[32],B,2026-04-17 12:25:04.033619+00:00,2026-04-17 12:25:04.033619+00:00,2026-04-17 12:30:04.033619+00:00,Default resource profile 1_161
162,case[32],C,2026-04-17 12:30:04.033619+00:00,2026-04-17 12:30:04.033619+00:00,2026-04-17 12:35:04.033619+00:00,Default resource profile 1_162
163,case[32],D,2026-04-17 12:35:04.033619+00:00,2026-04-17 12:35:04.033619+00:00,2026-04-17 12:40:04.033619+00:00,Default resource profile 1_163
164,case[33],A,2026-04-17 12:37:37.685991+00:00,2026-04-17 12:37:37.685991+00:00,2026-04-17 12:42:37.685991+00:00,Default resource profile 1_164
165,case[32],E,2026-04-17 12:40:04.033619+00:00,2026-04-17 12:40:04.033619+00:00,2026-04-17 12:45:04.033619+00:00,Default resource profile 1_165
166,case[33],B,2026-04-17 12:42:37.685991+00:00,2026-04-17 12:42:37.685991+00:00,2026-04-17 12:47:37.685991+00:00,Default resource profile 1_166
167,case[33],C,2026-04-17 12:47:37.685991+00:00,2026-04-17 12:47:37.685991+00:00,2026-04-17 12:52:37.685991+00:00,Default resource profile 1_167
168,case[33],D,2026-04-17 12:52:37.685991+00:00,2026-04-17 12:52:37.685991+00:00,2026-04-17 12:57:37.685991+00:00,Default resource profile 1_168
169,case[33],E,2026-04-17 12:57:37.685991+00:00,2026-04-17 12:57:37.685991+00:00,2026-04-17 13:02:37.685991+00:00,Default resource profile 1_169
170,case[34],A,2026-04-17 13:08:11.543247+00:00,2026-04-17 13:08:11.543247+00:00,2026-04-17 13:13:11.543247+00:00,Default resource profile 1_170
171,case[34],B,2026-04-17 13:13:11.543247+00:00,2026-04-17 13:13:11.543247+00:00,2026-04-17 13:18:11.543247+00:00,Default resource profile 1_171
172,case[34],C,2026-04-17 13:18:11.543247+00:00,2026-04-17 13:18:11.543247+00:00,2026-04-17 13:23:11.543247+00:00,Default resource profile 1_172
173,case[34],D,2026-04-17 13:23:11.543247+00:00,2026-04-17 13:23:11.543247+00:00,2026-04-17 13:28:11.543247+00:00,Default resource profile 1_173
174,case[34],E,2026-04-17 13:28:11.543247+00:00,2026-04-17 13:28:11.543247+00:00,2026-04-17 13:33:11.543247+00:00,Default resource profile 1_174
175,case[35],A,2026-04-17 14:22:57.352885+00:00,2026-04-17 14:22:57.352885+00:00,2026-04-17 14:27:57.352885+00:00,Default resource profile 1_175
